"id","a2.pos","z","t","r.z","z.o","a1","a2","u","v","d1","d2","x1","x2"
1468,2,0,38.2762215953076,0,2,3.26776101803097,5.36900990620322,5.36900990620322,Inf,0,0,0,0
1469,2,0,19.6894363428559,0,2,2.80077838876227,4.51748974179482,4.51748974179482,Inf,0,0,0,1
1470,0,1,0,1,1,0,0,0,Inf,1,1,1,1
1471,1,0,61.9507468389394,1,0,0,0.50706679435323,0.50706679435323,Inf,0,0,1,0
1472,3,0,10.7101726437871,1,0,2.87226142213863,3.84877013664093,3.84877013664093,Inf,0,0,0,1
1473,1,0,62.0845885336098,1,0,0,0.620521849680918,0.620521849680918,Inf,0,0,0,1
1474,2,0,7.05944863446416,1,0,1.36496652676964,2.11185037563251,2.11185037563251,Inf,0,0,1,1
1475,1,0,246.507829465765,1,0,0,2.4736183534503,2.4736183534503,Inf,0,0,1,0
1476,2,0,40.0630883955188,1,0,1.0494205406047,1.81967919434841,1.81967919434841,Inf,0,0,1,0
1477,1,0,24.3301762707851,0,2,0,2.47137221384707,2.47137221384707,Inf,0,0,0,1
1478,1,0,50.1467428530509,1,0,0,0.970210854328505,0.970210854328505,Inf,0,0,1,1
1479,3,0,15.0941478031687,1,0,2.81869265151533,3.8013876669741,3.8013876669741,Inf,0,0,0,1
1480,2,0,52.3007711336937,0,2,0.929481996584775,3.95200450511511,3.95200450511511,Inf,0,0,0,1
1481,1,0,157.277420070608,1,0,0,1.45763763212228,1.45763763212228,Inf,0,0,1,0
1482,1,0,434.950329842559,1,0,0,0.637259397419732,0.637259397419732,Inf,0,0,1,0
1483,1,0,24.6891429625595,1,0,0,1.93796914819058,1.93796914819058,Inf,0,0,1,0
1484,2,0,301.440604213598,1,0,2.47518812185953,3.18642611371899,3.18642611371899,Inf,0,0,1,0
1485,1,0,261.92627480559,0,2,0,2.31835861456342,2.31835861456342,Inf,0,0,0,0
1486,2,0,41.0733684443322,1,0,0.703812247429861,2.03372461944411,2.03372461944411,Inf,0,0,1,1
1487,2,0,174.452224255784,0,2,0.80992118040046,1.72137502520279,1.72137502520279,Inf,0,0,0,0
1488,1,0,199.919034502939,1,0,0,0.545647179754002,0.545647179754002,Inf,0,0,0,0
1489,4,0,132.22026481384,1,0,3.20920695625076,4.42049853978336,4.42049853978336,Inf,0,0,1,0
1490,3,0,134.242165648151,1,0,2.22240285307548,2.97841311841207,2.97841311841207,Inf,0,0,0,0
1491,2,0,458.904333167146,1,0,1.74146488357417,4.88832031892374,4.88832031892374,Inf,0,0,1,0
1492,0,1,0,1,1,0,0,0,Inf,1,1,1,1
1493,1,0,7.59970045737496,1,0,0,1.06503075107119,1.06503075107119,Inf,0,0,0,1
1494,3,0,89.2889890912213,1,0,3.20083580819752,5.52260427760724,5.52260427760724,Inf,0,0,0,0
1495,1,1,0,0,2,0,0.897897908893183,0,0.897897908893183,2,1,1,1
1496,3,0,34.7595923779264,0,2,2.94583391189507,5.0963079958546,5.0963079958546,Inf,0,0,0,1
1497,3,0,211.070422656897,1,0,3.25846160434268,4.00804924977751,4.00804924977751,Inf,0,0,0,0
1498,2,0,20.4973642086877,1,0,0.631037847870223,2.29303671868507,2.29303671868507,Inf,0,0,0,0
1499,3,0,137.267660243566,0,2,3.68874171604193,5.96963039901728,5.96963039901728,Inf,0,0,0,0
1500,3,0,135.961997040061,1,0,2.38812338024651,3.37952593860282,3.37952593860282,Inf,0,0,1,0
1501,0,0,296.202540267639,1,0,0,0,0,Inf,0,0,1,0
1502,3,0,7.06707585029507,0,2,4.64624958934942,5.68822551546105,5.68822551546105,Inf,0,0,0,1
1503,2,0,39.1244758916226,1,0,1.57309789672376,2.46927145834607,2.46927145834607,Inf,0,0,1,1
1504,1,1,0,0,2,0,1.21039612394067,0,1.21039612394067,2,1,1,1
1505,2,0,10.3298038138952,1,0,1.293857759158,3.16795416154856,3.16795416154856,Inf,0,0,1,1
1506,1,0,133.791809930824,1,0,0,1.2804776126224,1.2804776126224,Inf,0,0,1,1
1507,3,0,88.9277647372534,1,0,2.15350592584768,4.2558535220032,4.2558535220032,Inf,0,0,0,1
1508,1,1,0,0,2,0,0.377275054510305,0,0.377275054510305,2,1,0,1
1509,1,0,77.87616691114,1,0,0,0.748320570350537,0.748320570350537,Inf,0,0,1,1
1510,4,0,57.2094984326267,1,0,4.19975064351781,4.80835144564529,4.80835144564529,Inf,0,0,0,0
1511,0,1,0,1,1,0,0,0,Inf,1,1,1,1
1512,2,0,382.422820040365,1,0,2.08274055989177,2.50181363053701,2.50181363053701,Inf,0,0,0,0
1513,1,1,0,0,2,0,0.7638599224189,0,0.7638599224189,2,1,0,0
1514,2,0,180.873461035395,0,2,1.89517251420364,3.57759399586818,3.57759399586818,Inf,0,0,0,0
1515,1,0,56.30073877613,0,2,0,1.12964312446743,1.12964312446743,Inf,0,0,0,1
1516,1,0,264.171706149235,1,0,0,1.98935700790324,1.98935700790324,Inf,0,0,1,1
1517,3,0,50.4336935024532,1,0,3.68802043494964,5.07682643985551,5.07682643985551,Inf,0,0,0,1
1518,1,0,23.6158382909019,1,0,0,1.69151269652556,1.69151269652556,Inf,0,0,1,1
1519,1,0,11.8076877435119,1,0,0,0.609964298421351,0.609964298421351,Inf,0,0,1,1
1520,0,1,0,1,1,0,0,0,Inf,1,1,1,1
1521,1,0,104.549224481557,1,0,0,1.33503211129231,1.33503211129231,Inf,0,0,1,1
1522,2,0,94.7793536428467,1,0,1.44015318032408,2.9141304999862,2.9141304999862,Inf,0,0,0,0
1523,3,0,5.54321530029519,1,0,2.11927670537134,3.12390663821334,3.12390663821334,Inf,0,0,0,1
1524,1,0,109.135867963982,1,0,0,1.35427190341062,1.35427190341062,Inf,0,0,0,0
1525,1,0,10.1082673927665,1,0,0,1.44798754028537,1.44798754028537,Inf,0,0,1,0
1526,2,0,68.9488430837159,0,2,2.26063083460546,3.57517415820778,3.57517415820778,Inf,0,0,0,0
1527,1,0,24.2117297086168,1,0,0,1.49791295345708,1.49791295345708,Inf,0,0,1,1
1528,0,0,56.025266444244,1,0,0,0,0,Inf,0,0,0,0
1529,2,0,23.8271624471631,1,0,2.44605197710545,4.59368907140448,4.59368907140448,Inf,0,0,1,1
1530,1,0,51.8535543567614,0,2,0,0.760900934405439,0.760900934405439,Inf,0,0,0,1
1531,0,0,73.0799870611138,1,0,0,0,0,Inf,0,0,0,0
1532,2,0,17.5524819086858,1,0,1.09329948028408,2.32052552651847,2.32052552651847,Inf,0,0,1,1
1533,1,0,157.374264637954,1,0,0,1.06080141533156,1.06080141533156,Inf,0,0,0,0
1534,3,0,84.1046967019626,1,0,4.01210919312381,4.87885505823444,4.87885505823444,Inf,0,0,1,1
1535,1,0,21.4280018395454,0,2,0,1.15923436021048,1.15923436021048,Inf,0,0,0,1
1536,2,0,25.6766611917968,1,0,1.49014559974588,3.11268227326894,3.11268227326894,Inf,0,0,1,1
1537,1,0,103.276844725258,1,0,0,2.23216702147976,2.23216702147976,Inf,0,0,1,1
1538,2,0,7.9665162578516,0,2,0.647628809679553,1.93528907475008,1.93528907475008,Inf,0,0,0,0
1539,2,0,12.5602580891494,1,0,3.11481795709382,5.48029136028465,5.48029136028465,Inf,0,0,1,1
1540,2,0,99.5947681549613,1,0,0.899127156433027,2.62726737764179,2.62726737764179,Inf,0,0,1,1
1541,1,0,28.1255764785529,1,0,0,1.58848169082345,1.58848169082345,Inf,0,0,1,1
1542,3,0,128.625990725092,1,0,2.62300254176306,3.57902607669205,3.57902607669205,Inf,0,0,1,1
1543,3,0,2.89709863607249,1,0,1.90061750017654,3.81406031268168,1.90061750017654,3.81406031268168,0,1,1,1
1544,1,0,7.38700266434869,0,2,0,1.6424544580346,1.6424544580346,Inf,0,0,0,0
1545,1,0,112.199698705028,0,2,0,1.58361576685909,1.58361576685909,Inf,0,0,0,1
1546,3,0,42.7797324344806,1,0,3.00193241581798,4.44968650966599,4.44968650966599,Inf,0,0,1,1
1547,2,0,63.8378236874877,1,0,1.74710634739652,2.75925618262885,2.75925618262885,Inf,0,0,0,0
1548,0,1,0,1,1,0,0,0,Inf,1,1,1,1
1549,3,0,30.3349783448303,1,0,2.63167432902332,4.14537369640949,4.14537369640949,Inf,0,0,1,1
1550,2,0,70.5951222959778,1,0,2.12910665549208,3.74964721995404,3.74964721995404,Inf,0,0,0,0
1551,0,1,0,1,1,0,0,0,Inf,1,1,1,1
1552,2,0,27.5178844751871,1,0,0.750306282932043,1.73421716368449,1.73421716368449,Inf,0,0,1,1
1553,1,0,136.704064102303,0,2,0,2.01975262708344,2.01975262708344,Inf,0,0,0,0
1554,3,0,7.61646594788748,1,0,1.78625968776198,2.99991855477039,2.99991855477039,Inf,0,0,1,1
1555,2,0,623.757967585931,1,0,1.81371029679674,3.07126577799107,3.07126577799107,Inf,0,0,1,0
1556,3,0,82.2193811111456,0,2,2.83077759618342,4.09758873064326,4.09758873064326,Inf,0,0,0,1
1557,1,0,1.37255761478845,1,0,0,1.63495899884051,0,1.63495899884051,0,1,1,1
1558,2,0,44.6699145557172,1,0,1.48782370098879,3.0313982539303,3.0313982539303,Inf,0,0,0,1
1559,3,0,6.85224140397479,0,2,2.21460545426813,4.44903264804127,4.44903264804127,Inf,0,0,0,0
1560,2,0,179.581417480137,1,0,2.95907322750764,3.84955268200441,3.84955268200441,Inf,0,0,0,0
1561,3,0,85.605225960145,1,0,2.79367059738507,5.06169410527502,5.06169410527502,Inf,0,0,1,1
1562,2,0,70.5786819781706,1,0,1.41946765379833,4.24855423163232,4.24855423163232,Inf,0,0,0,0
1563,1,0,48.371639628154,1,0,0,0.783833695622406,0.783833695622406,Inf,0,0,0,1
1564,1,1,0,0,2,0,0.791419670011914,0,0.791419670011914,2,1,1,1
1565,1,0,58.5545742579538,0,2,0,0.930912381758381,0.930912381758381,Inf,0,0,1,1
1566,4,0,100.1561429903,1,0,4.28397852141108,4.82273547533528,4.82273547533528,Inf,0,0,0,0
1567,3,0,152.827994360596,1,0,4.22684299169677,5.14017470793199,5.14017470793199,Inf,0,0,0,0
1568,2,0,461.246454109515,1,0,1.05028357357386,2.83100410996316,2.83100410996316,Inf,0,0,0,0
1569,3,0,34.9272318747134,1,0,2.90250842428261,3.57665509253712,3.57665509253712,Inf,0,0,0,0
1570,2,0,84.8083791782051,1,0,2.15400286190387,4.11987230713057,4.11987230713057,Inf,0,0,1,0
1571,2,0,91.5550961983003,1,0,1.68997203029039,3.98115956801981,3.98115956801981,Inf,0,0,1,0
1572,2,0,139.313297504374,1,0,2.12359145684387,4.01988931320115,4.01988931320115,Inf,0,0,1,0
1573,1,0,608.59070770904,1,0,0,1.54516519522219,1.54516519522219,Inf,0,0,0,0
1574,2,0,29.2840577537394,1,0,1.7580276318043,3.17884487383021,3.17884487383021,Inf,0,0,0,0
1575,2,0,42.9119238388683,1,0,2.94731993019605,3.99095987757746,3.99095987757746,Inf,0,0,1,0
1576,1,0,266.110663884332,1,0,0,1.90733974787034,1.90733974787034,Inf,0,0,0,0
1577,2,0,23.2401969711062,0,2,1.75554566226704,2.9171689461595,2.9171689461595,Inf,0,0,0,0
1578,1,0,458.676116845118,1,0,0,1.11926722112867,1.11926722112867,Inf,0,0,1,0
1579,3,0,9.2536787498508,1,0,2.15801011655528,3.55816192829436,3.55816192829436,Inf,0,0,1,1
1580,3,0,198.749897535056,1,0,3.52391117930745,5.24284897938778,5.24284897938778,Inf,0,0,0,0
1581,2,0,63.0616121388452,1,0,2.04499778378244,3.67618705873553,3.67618705873553,Inf,0,0,1,0
1582,4,0,154.64615953806,1,0,3.43794300230596,4.22771685469216,4.22771685469216,Inf,0,0,0,0
1583,1,0,14.8678714701548,0,2,0,2.36178682677843,2.36178682677843,Inf,0,0,0,1
1584,2,0,54.1917330781507,1,0,2.73043745700381,4.26650313916286,4.26650313916286,Inf,0,0,0,0
1585,1,0,75.0139364898717,1,0,0,2.37716467684399,2.37716467684399,Inf,0,0,1,0
1586,1,0,124.933518057479,1,0,0,0.8766356845336,0.8766356845336,Inf,0,0,0,0
1587,2,0,39.2540635622776,1,0,0.902571655497487,1.83910971498574,1.83910971498574,Inf,0,0,0,0
1588,0,1,0,1,1,0,0,0,Inf,1,1,1,1
1589,1,0,11.9277808815184,1,0,0,0.879374824483085,0.879374824483085,Inf,0,0,1,1
1590,1,0,140.406157439422,1,0,0,1.31995399654887,1.31995399654887,Inf,0,0,1,1
1591,0,0,81.4772834609873,1,0,0,0,0,Inf,0,0,1,1
1592,0,1,0,1,1,0,0,0,Inf,1,1,0,0
1593,2,0,56.6840819557976,0,2,1.29975150775014,4.03590484804637,4.03590484804637,Inf,0,0,1,1
1594,1,0,40.2008565638949,1,0,0,1.04001536982527,1.04001536982527,Inf,0,0,1,0
1595,1,0,59.0981945567853,1,0,0,1.25349388351677,1.25349388351677,Inf,0,0,1,1
1596,2,0,268.989023556918,1,0,1.74344011478071,2.45995437141267,2.45995437141267,Inf,0,0,1,0
1597,1,0,7.69802768986097,1,0,0,1.67942968619453,1.67942968619453,Inf,0,0,1,1
1598,1,0,400.086126408372,1,0,0,1.51946600979626,1.51946600979626,Inf,0,0,1,0
1599,1,0,514.655612461203,1,0,0,1.13043334619564,1.13043334619564,Inf,0,0,0,0
1600,0,0,10.2635920683405,1,0,0,0,0,Inf,0,0,1,1
1601,1,0,55.8069226044386,1,0,0,2.29355696730193,2.29355696730193,Inf,0,0,1,1
1602,1,0,97.7470759744974,1,0,0,0.890318875566074,0.890318875566074,Inf,0,0,1,0
1603,3,0,9.9965953767876,1,0,3.26162217023415,3.62600412246857,3.62600412246857,Inf,0,0,1,0
1604,1,0,163.065662591692,0,2,0,2.80582629518554,2.80582629518554,Inf,0,0,0,1
1605,2,0,12.9694540268397,1,0,0.917892172686481,2.88267706264882,2.88267706264882,Inf,0,0,0,0
1606,1,0,39.845176463624,0,2,0,2.48296500208336,2.48296500208336,Inf,0,0,1,1
1607,1,0,166.817976554599,1,0,0,1.91785545349308,1.91785545349308,Inf,0,0,1,0
1608,3,0,123.625929662929,1,0,3.40311497275854,4.10370515021,4.10370515021,Inf,0,0,1,1
1609,0,0,26.7475840631322,1,0,0,0,0,Inf,0,0,1,1
1610,3,0,19.6862793721099,1,0,2.16768733020499,4.01820800113308,4.01820800113308,Inf,0,0,1,1
1611,1,0,87.4895652000771,1,0,0,1.25968054581916,1.25968054581916,Inf,0,0,1,1
1612,1,0,24.2290317237351,0,2,0,2.39004664344649,2.39004664344649,Inf,0,0,0,0
1613,2,0,15.6214328957624,1,0,1.05881066982508,2.58521736004617,2.58521736004617,Inf,0,0,1,0
1614,1,0,64.5028921860522,1,0,0,1.98029840493115,1.98029840493115,Inf,0,0,0,0
1615,0,0,32.7333113605574,1,0,0,0,0,Inf,0,0,0,1
1616,0,0,63.1492233317225,1,0,0,0,0,Inf,0,0,0,0
1617,1,0,2.63793583359464,1,0,0,2.4735438006252,2.4735438006252,Inf,0,0,0,1
1618,3,0,21.1568497490265,1,0,2.41356494507867,3.79430672021177,3.79430672021177,Inf,0,0,1,1
1619,0,0,119.359608472274,1,0,0,0,0,Inf,0,0,1,0
1620,2,0,252.30275924563,0,2,2.62558542555164,3.88868653492385,3.88868653492385,Inf,0,0,0,0
1621,3,0,44.8483735473809,0,2,2.26905401402887,2.98946754014789,2.98946754014789,Inf,0,0,0,1
1622,2,0,25.9641875404953,1,0,1.18397763779597,2.75700777543749,2.75700777543749,Inf,0,0,1,1
1623,1,0,29.5689627372715,0,2,0,0.990198850945825,0.990198850945825,Inf,0,0,0,1
1624,3,0,28.1684347892306,1,0,2.51183794002601,4.29880655902474,4.29880655902474,Inf,0,0,1,0
1625,1,0,13.1623218606129,0,2,0,3.94463616601261,3.94463616601261,Inf,0,0,0,0
1626,1,0,4.43460879787584,1,0,0,1.25729846177112,1.25729846177112,Inf,0,0,0,0
1627,1,0,295.201146905963,1,0,0,2.60685319337945,2.60685319337945,Inf,0,0,1,0
1628,3,0,456.399851078063,1,0,2.87557804929596,4.67693940522066,4.67693940522066,Inf,0,0,0,0
1629,0,0,39.4773982970389,1,0,0,0,0,Inf,0,0,1,0
1630,4,0,162.857106652633,1,0,3.46858646050316,5.08414268282605,5.08414268282605,Inf,0,0,0,0
1631,1,0,158.485234098028,1,0,0,1.54866769172801,1.54866769172801,Inf,0,0,0,0
1632,3,0,49.6322731079538,1,0,4.19258602123815,5.40537855225912,5.40537855225912,Inf,0,0,1,1
1633,0,1,0,1,1,0,0,0,Inf,1,1,0,1
1634,2,0,101.526391952252,1,0,1.19528687401693,2.88572289655678,2.88572289655678,Inf,0,0,1,0
1635,1,0,90.001609971251,1,0,0,0.78292911703845,0.78292911703845,Inf,0,0,1,1
1636,2,0,51.9011155617427,1,0,1.43658814415178,2.4628460010564,2.4628460010564,Inf,0,0,1,1
1637,2,0,110.825069415824,1,0,1.78683827115056,3.05562596765454,3.05562596765454,Inf,0,0,1,0
1638,0,1,0,1,1,0,0,0,Inf,1,1,1,1
1639,1,0,180.763431044936,1,0,0,1.22948953698005,1.22948953698005,Inf,0,0,0,0
1640,1,0,57.2172565830088,1,0,0,3.09850405310567,3.09850405310567,Inf,0,0,1,0
1641,2,0,25.1152247626765,1,0,1.68048864233644,3.1946708604747,3.1946708604747,Inf,0,0,1,1
1642,2,0,2.84831560188697,0,2,0.647892103443673,1.54160629599178,1.54160629599178,Inf,0,0,0,1
1643,1,0,71.0819770726011,1,0,0,2.03773149917634,2.03773149917634,Inf,0,0,0,1
1644,2,0,125.235339032453,0,2,2.00271608911535,3.36559278116873,3.36559278116873,Inf,0,0,1,1
1645,2,0,177.722054626514,1,0,1.68999728426307,4.55001237303808,4.55001237303808,Inf,0,0,0,0
1646,2,0,91.7188989680856,1,0,1.96697119456704,3.78432611457377,3.78432611457377,Inf,0,0,1,1
1647,1,0,34.1954929460744,1,0,0,1.9352127783528,1.9352127783528,Inf,0,0,1,1
1648,2,0,56.7473184359184,1,0,1.3347638070391,3.05604428731514,3.05604428731514,Inf,0,0,1,0
1649,0,0,59.4492053090906,1,0,0,0,0,Inf,0,0,1,1
1650,3,0,89.6724093629205,1,0,3.31952962651893,4.1323293619827,4.1323293619827,Inf,0,0,0,0
1651,2,0,30.168466347875,0,2,1.76587313939324,3.13439758675978,3.13439758675978,Inf,0,0,1,1
1652,1,0,88.7410819303803,1,0,0,1.06585942456674,1.06585942456674,Inf,0,0,1,0
1653,3,0,173.594995152116,1,0,2.35573262248362,3.5521943878623,3.5521943878623,Inf,0,0,1,0
1654,1,0,0.340671763442426,1,0,0,1.00765747653826,0,1.00765747653826,0,1,1,0
1655,1,0,37.0517436327453,0,2,0,0.778893555320364,0.778893555320364,Inf,0,0,0,0
1656,1,0,0.186494856331107,1,0,0,1.76501872006148,0,1.76501872006148,0,1,0,0
1657,3,0,55.7826330785232,1,0,3.2722754106186,5.13748384816411,5.13748384816411,Inf,0,0,1,1
1658,4,0,138.923185923554,0,2,4.31064477114731,5.3468400622039,5.3468400622039,Inf,0,0,0,0
1659,1,0,136.6448715487,1,0,0,1.22936128740002,1.22936128740002,Inf,0,0,1,1
1660,0,1,0,1,1,0,0,0,Inf,1,1,1,1
1661,0,0,122.001229639303,1,0,0,0,0,Inf,0,0,1,0
1662,2,0,40.5433476722586,1,0,0.788256430071594,2.58385665436359,2.58385665436359,Inf,0,0,1,0
1663,0,0,70.4188415647258,1,0,0,0,0,Inf,0,0,0,1
1664,1,0,99.7713935434279,1,0,0,1.41775820406294,1.41775820406294,Inf,0,0,1,0
1665,1,0,121.420387488082,0,2,0,2.22125466403015,2.22125466403015,Inf,0,0,0,0
1666,1,0,43.2504863440845,1,0,0,0.927955444108976,0.927955444108976,Inf,0,0,0,0
1667,1,0,44.2318601404658,1,0,0,1.42817129355722,1.42817129355722,Inf,0,0,1,1
1668,5,0,34.2635685024404,1,0,3.99486138661594,5.93703809197305,5.93703809197305,Inf,0,0,1,0
1669,3,0,143.308039335029,1,0,3.02352472916709,4.11421577006578,4.11421577006578,Inf,0,0,1,0
1670,1,0,121.427915421147,1,0,0,1.76029375130933,1.76029375130933,Inf,0,0,1,0
1671,1,0,4.18373177868513,1,0,0,1.86986198402093,1.86986198402093,Inf,0,0,0,0
1672,1,0,45.6623346805656,1,0,0,2.32056870794298,2.32056870794298,Inf,0,0,0,0
1673,1,0,79.7188103111717,0,2,0,1.42255466098374,1.42255466098374,Inf,0,0,0,0
1674,1,0,44.4183460314241,1,0,0,1.1614564758323,1.1614564758323,Inf,0,0,1,1
1675,0,0,137.777132320994,1,0,0,0,0,Inf,0,0,0,0
1676,3,0,174.383754014525,1,0,3.65541863133441,5.39361153970122,5.39361153970122,Inf,0,0,0,0
1677,2,0,6.28157551136233,1,0,0.985382874212333,2.19526958213954,2.19526958213954,Inf,0,0,1,1
1678,2,0,141.958457070704,1,0,0.646225158289873,1.5136674687349,1.5136674687349,Inf,0,0,0,0
1679,2,0,111.611291081243,1,0,1.95933759055064,3.05517963988717,3.05517963988717,Inf,0,0,1,0
1680,3,0,227.509309656147,1,0,2.61952017178092,5.52564530199998,5.52564530199998,Inf,0,0,1,0
1681,0,0,102.718370099348,1,0,0,0,0,Inf,0,0,0,1
1682,2,0,103.232934165512,1,0,0.948191397761553,1.95892365044721,1.95892365044721,Inf,0,0,0,0
1683,3,0,103.424208707238,1,0,2.17349799631201,3.10179886113067,3.10179886113067,Inf,0,0,1,0
1684,3,0,404.574539775241,0,2,2.7973481833108,4.24601182750884,4.24601182750884,Inf,0,0,0,0
1685,3,0,158.765325649365,1,0,2.43568449001999,4.35496546898178,4.35496546898178,Inf,0,0,0,0
1686,1,0,171.333059536642,1,0,0,2.90649186622764,2.90649186622764,Inf,0,0,0,0
1687,1,0,49.4894887640292,1,0,0,1.8970082931166,1.8970082931166,Inf,0,0,1,0
1688,1,0,23.0616404021527,0,2,0,1.08808599972447,1.08808599972447,Inf,0,0,0,1
1689,1,0,73.9817590995346,1,0,0,0.773785556391011,0.773785556391011,Inf,0,0,1,1
1690,2,0,75.5914929828828,1,0,1.84415748601881,4.06030451019553,4.06030451019553,Inf,0,0,0,0
1691,1,0,211.446718545909,1,0,0,2.37877266882779,2.37877266882779,Inf,0,0,1,0
1692,1,0,59.2219296244685,1,0,0,1.84797789008595,1.84797789008595,Inf,0,0,1,1
1693,3,0,221.434488711296,1,0,1.47262392137558,1.98801143235958,1.98801143235958,Inf,0,0,0,0
1694,2,0,80.7952206919559,1,0,2.13474127007605,3.18083400813668,3.18083400813668,Inf,0,0,1,1
1695,1,0,74.506946568282,1,0,0,1.9314937130116,1.9314937130116,Inf,0,0,0,0
1696,0,1,0,1,1,0,0,0,Inf,1,1,1,1
1697,0,0,69.5224319103163,1,0,0,0,0,Inf,0,0,1,0
1698,0,0,47.1833194968339,1,0,0,0,0,Inf,0,0,0,1
1699,3,0,251.54845006601,1,0,3.53748572953632,5.83557534410546,5.83557534410546,Inf,0,0,0,0
1700,0,0,28.7385688409073,1,0,0,0,0,Inf,0,0,1,1
1701,2,0,46.4629330550099,1,0,1.76417767074234,2.58407715637636,2.58407715637636,Inf,0,0,0,0
1702,0,0,19.4785803879066,1,0,0,0,0,Inf,0,0,0,0
1703,2,0,139.261955113642,1,0,1.04947176266754,2.57526644917845,2.57526644917845,Inf,0,0,0,0
1704,2,0,361.725451907833,1,0,1.29235458964248,2.03054370901184,2.03054370901184,Inf,0,0,1,0
1705,2,0,45.4853025057767,1,0,1.48530377826348,2.84811026773585,2.84811026773585,Inf,0,0,1,1
1706,1,0,92.8459149977515,1,0,0,1.41855035028583,1.41855035028583,Inf,0,0,1,1
1707,0,1,0,1,1,0,0,0,Inf,1,1,1,1
1708,2,0,29.0137922881848,1,0,1.82610846515759,3.04153600866219,3.04153600866219,Inf,0,0,0,0
1709,0,0,116.953789299156,1,0,0,0,0,Inf,0,0,1,0
1710,2,0,42.2955332547136,1,0,1.66767950858877,3.10746222423006,3.10746222423006,Inf,0,0,1,1
1711,1,0,331.754630560127,1,0,0,1.55199689223478,1.55199689223478,Inf,0,0,1,0
1712,2,0,291.342557351871,1,0,0.967010345282923,2.01770523271911,2.01770523271911,Inf,0,0,1,0
1713,2,0,97.090981328853,1,0,2.92933120222792,4.25881916507244,4.25881916507244,Inf,0,0,1,0
1714,1,0,32.3793201170372,1,0,0,2.01123449287488,2.01123449287488,Inf,0,0,1,1
1715,1,0,168.60005127496,1,0,0,2.18027982502391,2.18027982502391,Inf,0,0,1,0
1716,3,0,166.104714203479,1,0,3.52605274991386,5.62460831959549,5.62460831959549,Inf,0,0,0,0
1717,2,0,251.273699442899,1,0,1.80914367327638,2.90081293309726,2.90081293309726,Inf,0,0,1,0
1718,2,0,3.08628462773176,1,0,1.22204706735871,2.43995420226171,2.43995420226171,Inf,0,0,1,1
1719,2,0,2.67170068647577,1,0,1.41709685036938,3.13596804782801,1.41709685036938,3.13596804782801,0,1,1,1
1720,1,0,112.363069844895,1,0,0,1.27741041067256,1.27741041067256,Inf,0,0,1,0
1721,2,0,102.675029376948,0,2,2.13641635847121,3.5276774648847,3.5276774648847,Inf,0,0,0,0
1722,2,0,20.5305441905493,1,0,1.40844417229662,2.91311217062857,2.91311217062857,Inf,0,0,1,0
1723,3,0,23.7989318019551,1,0,2.85942732484744,5.3087704752232,5.3087704752232,Inf,0,0,0,1
1724,1,0,108.45837503725,1,0,0,1.49256826434784,1.49256826434784,Inf,0,0,0,0
1725,2,0,79.4322473143458,1,0,0.78182868936593,4.24676208724998,4.24676208724998,Inf,0,0,1,1
1726,2,0,7.62209775831532,1,0,1.44780996145032,2.30656484976696,2.30656484976696,Inf,0,0,1,1
1727,3,0,15.5436699359404,1,0,3.43993326597513,5.70590524689947,5.70590524689947,Inf,0,0,1,1
1728,1,0,83.7791213754586,0,2,0,1.28933972761614,1.28933972761614,Inf,0,0,0,1
1729,2,0,178.858987546985,0,2,0.471797562588208,1.97936960096911,1.97936960096911,Inf,0,0,0,0
1730,2,0,6.99694949526371,1,0,1.17362416893956,2.4908872587767,2.4908872587767,Inf,0,0,0,1
1731,2,0,21.4889298301005,1,0,1.08190109387568,2.48651064402716,2.48651064402716,Inf,0,0,0,1
1732,1,0,25.5745567482684,1,0,0,3.06151735904012,3.06151735904012,Inf,0,0,1,1
1733,0,0,129.700574221185,1,0,0,0,0,Inf,0,0,1,0
1734,1,0,37.3833326616697,1,0,0,1.03470970427974,1.03470970427974,Inf,0,0,0,1
1735,0,0,4.56673391703072,1,0,0,0,0,Inf,0,0,1,1
1736,2,0,28.1279730040888,1,0,0.97904948637995,3.29727401494822,3.29727401494822,Inf,0,0,0,1
1737,1,0,191.129035675812,1,0,0,1.04221119142069,1.04221119142069,Inf,0,0,1,0
1738,1,0,24.6766556067052,1,0,0,0.99834389018765,0.99834389018765,Inf,0,0,1,1
1739,3,0,74.1774015541157,1,0,2.81423490621811,5.63754147588783,5.63754147588783,Inf,0,0,1,1
1740,2,0,12.229834629289,1,0,1.84068624369991,3.69334705457706,3.69334705457706,Inf,0,0,1,1
1741,0,0,480.581652622132,0,2,0,0,0,Inf,2,2,0,0
1742,0,0,273.153317749059,0,2,0,0,0,Inf,2,2,0,0
1743,1,0,1.12545932192238,0,2,0,2.66441696501115,0,2.66441696501115,2,1,0,1
1744,1,0,70.8823439370852,1,0,0,0.787180298611818,0.787180298611818,Inf,0,0,1,1
1745,2,0,13.9711848031444,1,0,1.37130943950193,4.0144446160819,4.0144446160819,Inf,0,0,1,1
1746,1,0,248.643734295298,1,0,0,2.12758649639564,2.12758649639564,Inf,0,0,1,0
1747,3,0,12.1718210889542,1,0,3.13314900056472,5.70080958307854,5.70080958307854,Inf,0,0,1,0
1748,1,0,45.3476246500887,1,0,0,2.85697207191695,2.85697207191695,Inf,0,0,0,0
